path,label
archive\iam_words\words\b05\b05-055\b05-055-00-03.png,is
archive\iam_words\words\d01\d01-056\d01-056-06-01.png,.
archive\iam_words\words\a05\a05-044\a05-044-06-03.png,the
archive\iam_words\words\e01\e01-029\e01-029-06-04.png,in
archive\iam_words\words\a01\a01-077\a01-077-09-00.png,February
archive\iam_words\words\b01\b01-118\b01-118-01-09.png,of
archive\iam_words\words\a06\a06-141\a06-141-03-08.png,the
archive\iam_words\words\c03\c03-096c\c03-096c-07-02.png,.
archive\iam_words\words\a01\a01-014\a01-014-02-06.png,night
archive\iam_words\words\b04\b04-054\b04-054-05-10.png,and
archive\iam_words\words\e01\e01-059\e01-059-03-04.png,the
archive\iam_words\words\d05\d05-030\d05-030-01-05.png,figure
archive\iam_words\words\d07\d07-102\d07-102-02-02.png,Holy
archive\iam_words\words\d06\d06-037\d06-037-03-07.png,We
archive\iam_words\words\b01\b01-127\b01-127-08-01.png,is
archive\iam_words\words\c03\c03-087b\c03-087b-03-03.png,character
archive\iam_words\words\e01\e01-062\e01-062-05-03.png,and
archive\iam_words\words\b04\b04-140\b04-140-03-04.png,wants
archive\iam_words\words\b01\b01-089\b01-089-09-03.png,will
archive\iam_words\words\b02\b02-045\b02-045-00-05.png,in
archive\iam_words\words\b04\b04-010\b04-010-09-04.png,stocked
archive\iam_words\words\a02\a02-093\a02-093-00-01.png,DICKIE
archive\iam_words\words\d04\d04-125\d04-125-03-04.png,Divine
archive\iam_words\words\b01\b01-027\b01-027-00-08.png,home
archive\iam_words\words\a06\a06-070\a06-070-03-06.png,view
archive\iam_words\words\a01\a01-072x\a01-072x-00-04.png,a
archive\iam_words\words\d03\d03-112\d03-112-02-02.png,is
archive\iam_words\words\d06\d06-008\d06-008-08-07.png,how
archive\iam_words\words\a04\a04-089\a04-089-04-02.png,of
archive\iam_words\words\a03\a03-034\a03-034-04-07.png,is
archive\iam_words\words\c02\c02-035\c02-035-01-01.png,Dolce
archive\iam_words\words\b02\b02-102\b02-102-06-01.png,chances
archive\iam_words\words\e06\e06-033\e06-033-08-03.png,factor
archive\iam_words\words\d01\d01-118\d01-118-05-06.png,If
archive\iam_words\words\a05\a05-048\a05-048-08-02.png,Parliamentary
archive\iam_words\words\a04\a04-035\a04-035-09-07.png,for
archive\iam_words\words\b06\b06-093\b06-093-05-00.png,all
archive\iam_words\words\a02\a02-111\a02-111-02-06.png,back
archive\iam_words\words\b01\b01-094\b01-094-07-00.png,relief
archive\iam_words\words\a04\a04-031\a04-031-03-02.png,writes
archive\iam_words\words\a03\a03-027\a03-027-07-00.png,some
archive\iam_words\words\e02\e02-074\e02-074-07-06.png,pleasant
archive\iam_words\words\a02\a02-082\a02-082-05-01.png,500
archive\iam_words\words\a05\a05-073\a05-073-00-00.png,He
archive\iam_words\words\b04\b04-004\b04-004-04-01.png,has
archive\iam_words\words\c03\c03-084a\c03-084a-04-07.png,Then
archive\iam_words\words\b01\b01-113\b01-113-05-04.png,","
archive\iam_words\words\d01\d01-019\d01-019-01-02.png,by
archive\iam_words\words\b04\b04-147\b04-147-02-05.png,A
archive\iam_words\words\a04\a04-015\a04-015-04-02.png,of
archive\iam_words\words\a03\a03-037\a03-037-07-05.png,Island
archive\iam_words\words\c04\c04-080\c04-080-06-03.png,for
archive\iam_words\words\c06\c06-031\c06-031-06-06.png,.
archive\iam_words\words\d06\d06-113\d06-113-03-06.png,particular
archive\iam_words\words\b06\b06-071\b06-071-03-04.png,Tory
archive\iam_words\words\e01\e01-035\e01-035-00-06.png,things
archive\iam_words\words\a01\a01-091\a01-091-05-00.png,placing
archive\iam_words\words\d01\d01-104\d01-104-06-08.png,.
archive\iam_words\words\c06\c06-128\c06-128-05-04.png,sound
archive\iam_words\words\a02\a02-027\a02-027-01-07.png,for
archive\iam_words\words\c02\c02-030\c02-030-04-01.png,in
archive\iam_words\words\e06\e06-049\e06-049-01-00.png,appear
archive\iam_words\words\a03\a03-017\a03-017-06-00.png,at
archive\iam_words\words\c06\c06-116\c06-116-10-00.png,Michelangelo
archive\iam_words\words\d05\d05-025\d05-025-00-00.png,In
archive\iam_words\words\e01\e01-092\e01-092-07-00.png,thickness
archive\iam_words\words\a01\a01-003u\a01-003u-06-05.png,not
archive\iam_words\words\c02\c02-022\c02-022-00-00.png,Soon
archive\iam_words\words\b02\b02-045\b02-045-03-04.png,all
archive\iam_words\words\a03\a03-006\a03-006-02-06.png,Yugoslav
archive\iam_words\words\d01\d01-098\d01-098-05-00.png,was
archive\iam_words\words\b04\b04-195\b04-195-03-06.png,is
archive\iam_words\words\a06\a06-141\a06-141-03-10.png,are
archive\iam_words\words\b06\b06-097\b06-097-04-00.png,and
archive\iam_words\words\a03\a03-073\a03-073-00-06.png,use
archive\iam_words\words\c03\c03-081d\c03-081d-10-01.png,power
archive\iam_words\words\c03\c03-016e\c03-016e-09-07.png,her
archive\iam_words\words\c03\c03-016a\c03-016a-08-01.png,first
archive\iam_words\words\c04\c04-105\c04-105-06-05.png,lamp
archive\iam_words\words\e04\e04-099\e04-099-05-09.png,waste
archive\iam_words\words\d06\d06-020\d06-020-07-04.png,do
archive\iam_words\words\a01\a01-049\a01-049-03-05.png,affiliations
archive\iam_words\words\b05\b05-058\b05-058-00-12.png,.
archive\iam_words\words\a03\a03-040\a03-040-04-10.png,been
archive\iam_words\words\a04\a04-027\a04-027-01-03.png,of
archive\iam_words\words\a06\a06-020\a06-020-00-08.png,ultimatum
archive\iam_words\words\d06\d06-011\d06-011-05-01.png,that
archive\iam_words\words\c03\c03-087a\c03-087a-01-06.png,to
archive\iam_words\words\c06\c06-087\c06-087-03-03.png,place
archive\iam_words\words\a04\a04-003\a04-003-02-07.png,recent
archive\iam_words\words\d06\d06-086\d06-086-04-07.png,less
archive\iam_words\words\d01\d01-123\d01-123-03-00.png,while
archive\iam_words\words\d06\d06-091\d06-091-02-07.png,rut
archive\iam_words\words\c04\c04-150\c04-150-00-07.png,was
archive\iam_words\words\c02\c02-089\c02-089-05-05.png,villain
archive\iam_words\words\b01\b01-073\b01-073-04-07.png,can
archive\iam_words\words\c04\c04-066\c04-066-08-00.png,record
archive\iam_words\words\b04\b04-195\b04-195-01-05.png,Barry
archive\iam_words\words\a01\a01-030u\a01-030u-00-00.png,Northern
archive\iam_words\words\c03\c03-096c\c03-096c-01-10.png,were
archive\iam_words\words\c04\c04-056\c04-056-02-04.png,reshuffle
archive\iam_words\words\e02\e02-117\e02-117-00-00.png,Many
archive\iam_words\words\a05\a05-089\a05-089-00-02.png,speakers
archive\iam_words\words\a04\a04-096\a04-096-09-02.png,.
archive\iam_words\words\e06\e06-010\e06-010-01-01.png,descent
archive\iam_words\words\a05\a05-113\a05-113-04-01.png,council's
archive\iam_words\words\c03\c03-087d\c03-087d-07-04.png,little
archive\iam_words\words\b02\b02-045\b02-045-07-04.png,representations
archive\iam_words\words\b06\b06-079\b06-079-06-01.png,remain
archive\iam_words\words\c03\c03-084a\c03-084a-05-09.png,a
archive\iam_words\words\a04\a04-019\a04-019-01-09.png,Laos
archive\iam_words\words\a01\a01-030\a01-030-00-08.png,.
archive\iam_words\words\c02\c02-059\c02-059-05-07.png,particularly
archive\iam_words\words\a03\a03-037\a03-037-07-06.png,.
archive\iam_words\words\a06\a06-124\a06-124-03-04.png,return
archive\iam_words\words\a02\a02-050\a02-050-02-06.png,13
archive\iam_words\words\e07\e07-072\e07-072-01-02.png,end
archive\iam_words\words\a05\a05-029\a05-029-05-06.png,be
archive\iam_words\words\b04\b04-121\b04-121-03-01.png,safeguard
archive\iam_words\words\a06\a06-119\a06-119-08-07.png,all
archive\iam_words\words\a02\a02-020\a02-020-00-04.png,were
archive\iam_words\words\a01\a01-053\a01-053-03-01.png,Kennedy
archive\iam_words\words\a01\a01-072u\a01-072u-06-08.png,do
archive\iam_words\words\c02\c02-000\c02-000-03-04.png,films
archive\iam_words\words\a04\a04-027\a04-027-04-09.png,of
archive\iam_words\words\c03\c03-096a\c03-096a-05-01.png,that
archive\iam_words\words\b01\b01-118\b01-118-05-05.png,It
archive\iam_words\words\c03\c03-087d\c03-087d-01-00.png,most
archive\iam_words\words\d06\d06-111\d06-111-05-08.png,your
archive\iam_words\words\d01\d01-123\d01-123-04-06.png,accommodating
archive\iam_words\words\e01\e01-092\e01-092-07-03.png,is
archive\iam_words\words\c03\c03-096b\c03-096b-04-03.png,had
archive\iam_words\words\e06\e06-033\e06-033-02-00.png,wind
archive\iam_words\words\a01\a01-014\a01-014-09-02.png,at
archive\iam_words\words\a04\a04-006\a04-006-10-03.png,.
archive\iam_words\words\d04\d04-047\d04-047-05-04.png,Lord
archive\iam_words\words\d07\d07-100\d07-100-09-02.png,the
archive\iam_words\words\c06\c06-116\c06-116-05-06.png,at
archive\iam_words\words\d04\d04-050\d04-050-01-10.png,in
archive\iam_words\words\a04\a04-006\a04-006-09-06.png,","
archive\iam_words\words\c03\c03-087f\c03-087f-00-02.png,","
archive\iam_words\words\c02\c02-056\c02-056-08-01.png,to
archive\iam_words\words\e06\e06-003\e06-003-10-02.png,spawn
archive\iam_words\words\d01\d01-019\d01-019-02-07.png,result
archive\iam_words\words\b02\b02-105\b02-105-01-07.png,Mean-
archive\iam_words\words\b06\b06-056\b06-056-08-04.png,their
archive\iam_words\words\b06\b06-097\b06-097-05-05.png,over
archive\iam_words\words\a01\a01-011u\a01-011u-04-02.png,London
archive\iam_words\words\a06\a06-000\a06-000-01-04.png,shares
archive\iam_words\words\a01\a01-058u\a01-058u-06-00.png,would
archive\iam_words\words\b04\b04-054\b04-054-06-03.png,on
archive\iam_words\words\d06\d06-015\d06-015-01-02.png,details
archive\iam_words\words\a05\a05-089\a05-089-02-01.png,strictures
archive\iam_words\words\c03\c03-016a\c03-016a-09-01.png,bear
archive\iam_words\words\c03\c03-096c\c03-096c-06-04.png,oddly
archive\iam_words\words\c02\c02-035\c02-035-00-04.png,to
archive\iam_words\words\d06\d06-113\d06-113-00-10.png,peace
archive\iam_words\words\a05\a05-121\a05-121-02-07.png,world's
archive\iam_words\words\a02\a02-008\a02-008-03-07.png,at
archive\iam_words\words\c03\c03-016d\c03-016d-09-00.png,who
archive\iam_words\words\c04\c04-004\c04-004-05-05.png,Herbert
archive\iam_words\words\c03\c03-007c\c03-007c-03-02.png,pavements
archive\iam_words\words\b01\b01-004\b01-004-00-02.png,a
archive\iam_words\words\d06\d06-050\d06-050-01-12.png,an
archive\iam_words\words\c02\c02-022\c02-022-04-04.png,reopening
archive\iam_words\words\a05\a05-099\a05-099-08-00.png,and
archive\iam_words\words\b06\b06-082\b06-082-03-05.png,and
archive\iam_words\words\d04\d04-121\d04-121-05-09.png,is
archive\iam_words\words\a04\a04-043\a04-043-01-07.png,And
archive\iam_words\words\a02\a02-102\a02-102-00-01.png,ROYAL
archive\iam_words\words\b06\b06-023\b06-023-02-07.png,in
archive\iam_words\words\c06\c06-095\c06-095-03-03.png,they
archive\iam_words\words\e07\e07-066\e07-066-05-07.png,","
archive\iam_words\words\b05\b05-050\b05-050-03-04.png,of
archive\iam_words\words\d05\d05-040\d05-040-05-02.png,was
archive\iam_words\words\d01\d01-060\d01-060-01-02.png,the
archive\iam_words\words\b04\b04-121\b04-121-06-00.png,among
archive\iam_words\words\b06\b06-079\b06-079-09-05.png,dangerous
archive\iam_words\words\c03\c03-096f\c03-096f-06-02.png,that
archive\iam_words\words\d04\d04-008\d04-008-03-09.png,the
archive\iam_words\words\e02\e02-074\e02-074-10-02.png,and
archive\iam_words\words\e07\e07-061\e07-061-00-02.png,Moncrieff
archive\iam_words\words\a01\a01-058u\a01-058u-05-00.png,And
archive\iam_words\words\a01\a01-030x\a01-030x-08-07.png,.
archive\iam_words\words\a06\a06-100\a06-100-05-07.png,we
archive\iam_words\words\d01\d01-052\d01-052-01-00.png,written
archive\iam_words\words\c03\c03-000b\c03-000b-00-04.png,Miss
archive\iam_words\words\e04\e04-043\e04-043-00-00.png,Here
archive\iam_words\words\e04\e04-109\e04-109-02-06.png,.
archive\iam_words\words\c03\c03-000f\c03-000f-05-04.png,script
archive\iam_words\words\a01\a01-058\a01-058-09-01.png,","
archive\iam_words\words\a03\a03-066\a03-066-06-04.png,something
archive\iam_words\words\b03\b03-104\b03-104-00-06.png,said
archive\iam_words\words\d01\d01-104\d01-104-02-05.png,the
archive\iam_words\words\b01\b01-004\b01-004-02-03.png,Africa
archive\iam_words\words\a01\a01-007u\a01-007u-04-04.png,an
archive\iam_words\words\d01\d01-080\d01-080-01-04.png,Dots
archive\iam_words\words\c03\c03-000d\c03-000d-02-00.png,Square
archive\iam_words\words\b01\b01-038\b01-038-02-03.png,brighter
archive\iam_words\words\a01\a01-007x\a01-007x-07-07.png,Federal
archive\iam_words\words\a02\a02-106\a02-106-01-05.png,for
archive\iam_words\words\a05\a05-099\a05-099-03-07.png,pet
archive\iam_words\words\a06\a06-064\a06-064-01-00.png,anything
archive\iam_words\words\d04\d04-021\d04-021-02-04.png,hardest
archive\iam_words\words\a03\a03-054\a03-054-06-03.png,by
archive\iam_words\words\a04\a04-006\a04-006-09-05.png,in
archive\iam_words\words\d06\d06-050\d06-050-03-08.png,exhaustion
archive\iam_words\words\b01\b01-118\b01-118-03-04.png,THE
archive\iam_words\words\b01\b01-018\b01-018-04-02.png,millions
archive\iam_words\words\b05\b05-062\b05-062-02-06.png,before
archive\iam_words\words\e01\e01-102\e01-102-04-06.png,bedspreads
archive\iam_words\words\c02\c02-007\c02-007-06-00.png,and
archive\iam_words\words\a03\a03-014\a03-014-02-03.png,Cambodia
archive\iam_words\words\c02\c02-012\c02-012-06-03.png,Wicki
archive\iam_words\words\b06\b06-008\b06-008-02-04.png,Watkinson
archive\iam_words\words\d07\d07-082\d07-082-01-04.png,explains
archive\iam_words\words\a05\a05-108\a05-108-03-02.png,.
archive\iam_words\words\c04\c04-156\c04-156-04-00.png,first-class
archive\iam_words\words\a01\a01-113u\a01-113u-06-04.png,first
archive\iam_words\words\d07\d07-100\d07-100-03-00.png,is
archive\iam_words\words\d06\d06-086\d06-086-01-01.png,she
archive\iam_words\words\a01\a01-038\a01-038-00-02.png,thought
archive\iam_words\words\d04\d04-021\d04-021-01-02.png,readable
archive\iam_words\words\c03\c03-084a\c03-084a-01-00.png,effective
archive\iam_words\words\e06\e06-053\e06-053-03-03.png,and
archive\iam_words\words\c03\c03-007\c03-007-06-02.png,churchyard
archive\iam_words\words\c06\c06-031\c06-031-02-06.png,already
archive\iam_words\words\e06\e06-003\e06-003-01-03.png,primarily
archive\iam_words\words\e07\e07-003\e07-003-02-05.png,with
archive\iam_words\words\a01\a01-096u\a01-096u-08-05.png,service
archive\iam_words\words\e02\e02-000\e02-000-02-03.png,.
archive\iam_words\words\a01\a01-053x\a01-053x-02-04.png,Kennedy
archive\iam_words\words\c03\c03-003d\c03-003d-08-04.png,a
archive\iam_words\words\e01\e01-032\e01-032-08-05.png,number
archive\iam_words\words\a03\a03-017\a03-017-04-08.png,1951
archive\iam_words\words\c06\c06-000\c06-000-01-06.png,for
archive\iam_words\words\a06\a06-004\a06-004-02-01.png,does
archive\iam_words\words\a01\a01-007x\a01-007x-06-02.png,agreed
archive\iam_words\words\a01\a01-020u\a01-020u-02-07.png,now
archive\iam_words\words\b01\b01-089\b01-089-04-02.png,there
archive\iam_words\words\a01\a01-011\a01-011-04-02.png,to
archive\iam_words\words\a01\a01-091\a01-091-03-01.png,motion
archive\iam_words\words\a03\a03-030\a03-030-09-00.png,air
archive\iam_words\words\a04\a04-019\a04-019-03-02.png,.
archive\iam_words\words\a06\a06-124\a06-124-00-03.png,squeeze
archive\iam_words\words\a04\a04-039\a04-039-02-07.png,""""
archive\iam_words\words\a03\a03-034\a03-034-06-02.png,home
archive\iam_words\words\d06\d06-008\d06-008-08-05.png,can
archive\iam_words\words\d01\d01-060\d01-060-03-04.png,the
archive\iam_words\words\c04\c04-008\c04-008-02-06.png,couple
archive\iam_words\words\d03\d03-112\d03-112-04-05.png,a
archive\iam_words\words\a01\a01-003\a01-003-08-03.png,should
archive\iam_words\words\b06\b06-079\b06-079-06-05.png,Power
archive\iam_words\words\a01\a01-043x\a01-043x-04-08.png,is
archive\iam_words\words\b02\b02-045\b02-045-08-04.png,tried
archive\iam_words\words\a05\a05-062\a05-062-00-06.png,delighted
archive\iam_words\words\e06\e06-053\e06-053-03-05.png,out
archive\iam_words\words\b01\b01-009\b01-009-00-04.png,been
archive\iam_words\words\a01\a01-107u\a01-107u-05-02.png,.
archive\iam_words\words\c03\c03-003a\c03-003a-07-00.png,Mr.
archive\iam_words\words\c03\c03-081c\c03-081c-05-03.png,few
archive\iam_words\words\e04\e04-034\e04-034-06-04.png,the
archive\iam_words\words\c02\c02-059\c02-059-01-07.png,is
archive\iam_words\words\b04\b04-202\b04-202-02-03.png,show
archive\iam_words\words\e01\e01-025\e01-025-08-02.png,the
archive\iam_words\words\c02\c02-030\c02-030-05-04.png,Wicki
archive\iam_words\words\c06\c06-047\c06-047-05-07.png,Royal
archive\iam_words\words\d04\d04-005\d04-005-06-02.png,","
archive\iam_words\words\c03\c03-021a\c03-021a-00-06.png,befriended
archive\iam_words\words\e06\e06-037\e06-037-04-06.png,","
archive\iam_words\words\d06\d06-037\d06-037-07-02.png,work
archive\iam_words\words\b05\b05-042\b05-042-02-05.png,the
archive\iam_words\words\d05\d05-008\d05-008-00-04.png,with
archive\iam_words\words\a01\a01-026u\a01-026u-05-01.png,by
archive\iam_words\words\c03\c03-081b\c03-081b-07-04.png,exacting
archive\iam_words\words\a03\a03-063\a03-063-02-08.png,on
archive\iam_words\words\e01\e01-032\e01-032-01-01.png,may
archive\iam_words\words\a06\a06-064\a06-064-07-01.png,of
archive\iam_words\words\b02\b02-035\b02-035-07-00.png,the
archive\iam_words\words\d06\d06-015\d06-015-01-00.png,too
archive\iam_words\words\e01\e01-018\e01-018-08-02.png,a
archive\iam_words\words\c03\c03-007c\c03-007c-01-02.png,in
archive\iam_words\words\a01\a01-007u\a01-007u-01-02.png,been
archive\iam_words\words\d05\d05-040\d05-040-02-08.png,was
archive\iam_words\words\c03\c03-003f\c03-003f-00-08.png,has
archive\iam_words\words\a01\a01-068u\a01-068u-08-02.png,the
archive\iam_words\words\a02\a02-093\a02-093-02-06.png,summoned
archive\iam_words\words\e02\e02-100\e02-100-02-07.png,a
archive\iam_words\words\d06\d06-113\d06-113-04-02.png,hand
archive\iam_words\words\e04\e04-038\e04-038-01-01.png,junior
archive\iam_words\words\a01\a01-132u\a01-132u-02-04.png,The
archive\iam_words\words\a05\a05-025\a05-025-06-01.png,Festing
archive\iam_words\words\a02\a02-111\a02-111-07-02.png,cancelled
archive\iam_words\words\a01\a01-102u\a01-102u-08-04.png,of
archive\iam_words\words\b06\b06-093\b06-093-10-04.png,new
archive\iam_words\words\a01\a01-011u\a01-011u-05-07.png,violently
archive\iam_words\words\e04\e04-058\e04-058-01-08.png,lumber
archive\iam_words\words\a02\a02-098\a02-098-03-07.png,to
archive\iam_words\words\a02\a02-078\a02-078-01-01.png,accepted
archive\iam_words\words\c06\c06-076\c06-076-05-05.png,on
archive\iam_words\words\a04\a04-099\a04-099-05-02.png,of
archive\iam_words\words\c06\c06-000\c06-000-01-02.png,sunny
archive\iam_words\words\b04\b04-020\b04-020-00-00.png,Supplies
archive\iam_words\words\a02\a02-024\a02-024-04-04.png,his
archive\iam_words\words\b02\b02-013\b02-013-02-01.png,Krushchev
archive\iam_words\words\d04\d04-081\d04-081-02-02.png,means
archive\iam_words\words\a04\a04-027\a04-027-01-04.png,the
archive\iam_words\words\c03\c03-000f\c03-000f-01-02.png,Taste
archive\iam_words\words\b05\b05-074\b05-074-07-07.png,prosperity
archive\iam_words\words\a01\a01-077\a01-077-05-04.png,behind
archive\iam_words\words\d05\d05-013\d05-013-02-08.png,the
archive\iam_words\words\b03\b03-109\b03-109-04-02.png,it
archive\iam_words\words\e02\e02-014\e02-014-00-02.png,ones
archive\iam_words\words\b03\b03-114\b03-114-06-03.png,The
archive\iam_words\words\c03\c03-094c\c03-094c-04-05.png,always
archive\iam_words\words\c03\c03-003e\c03-003e-04-03.png,background
archive\iam_words\words\a05\a05-108\a05-108-03-01.png,success
archive\iam_words\words\e04\e04-026\e04-026-03-07.png,legs
archive\iam_words\words\c03\c03-021f\c03-021f-03-02.png,a
archive\iam_words\words\a01\a01-122\a01-122-03-06.png,drugs
archive\iam_words\words\d06\d06-063\d06-063-02-07.png,for
archive\iam_words\words\a01\a01-007\a01-007-08-01.png,Welensky
archive\iam_words\words\a01\a01-030\a01-030-00-03.png,a
archive\iam_words\words\b01\b01-023\b01-023-01-05.png,the
archive\iam_words\words\d01\d01-049\d01-049-06-02.png,coherent
archive\iam_words\words\c06\c06-106\c06-106-07-06.png,chosen
archive\iam_words\words\e06\e06-070\e06-070-09-02.png,disturbance
archive\iam_words\words\c03\c03-094b\c03-094b-02-00.png,wife
archive\iam_words\words\a06\a06-020\a06-020-02-12.png,again
archive\iam_words\words\e01\e01-102\e01-102-06-09.png,Steel
archive\iam_words\words\b03\b03-109\b03-109-06-00.png,circumstances
archive\iam_words\words\c03\c03-094c\c03-094c-08-05.png,.
archive\iam_words\words\c03\c03-007b\c03-007b-02-04.png,.
archive\iam_words\words\d03\d03-117\d03-117-00-04.png,gardens
archive\iam_words\words\c02\c02-056\c02-056-01-04.png,in
archive\iam_words\words\a01\a01-063u\a01-063u-05-04.png,big
archive\iam_words\words\a01\a01-020\a01-020-06-00.png,are
archive\iam_words\words\b03\b03-109\b03-109-07-01.png,their
archive\iam_words\words\a01\a01-038\a01-038-03-03.png,Government
archive\iam_words\words\b04\b04-140\b04-140-06-04.png,.
archive\iam_words\words\a03\a03-043\a03-043-04-01.png,34
archive\iam_words\words\a04\a04-043\a04-043-05-03.png,to
archive\iam_words\words\e04\e04-000\e04-000-01-05.png,Unlike
archive\iam_words\words\e04\e04-099\e04-099-05-02.png,.
archive\iam_words\words\b01\b01-057\b01-057-04-01.png,politics
archive\iam_words\words\a05\a05-104\a05-104-07-05.png,""""
archive\iam_words\words\c04\c04-028\c04-028-04-03.png,first
archive\iam_words\words\c03\c03-096f\c03-096f-02-02.png,one
archive\iam_words\words\d01\d01-118\d01-118-01-05.png,is
archive\iam_words\words\e06\e06-006\e06-006-03-07.png,","
archive\iam_words\words\c03\c03-094f\c03-094f-07-04.png,played
archive\iam_words\words\e04\e04-019\e04-019-04-05.png,the
archive\iam_words\words\e06\e06-041\e06-041-01-04.png,","
archive\iam_words\words\e07\e07-061\e07-061-00-05.png,me
archive\iam_words\words\b05\b05-083\b05-083-05-01.png,task
archive\iam_words\words\c03\c03-096c\c03-096c-07-00.png,of
archive\iam_words\words\b01\b01-057\b01-057-08-02.png,to
archive\iam_words\words\b04\b04-107\b04-107-01-05.png,ago
archive\iam_words\words\a03\a03-063\a03-063-04-09.png,rather
archive\iam_words\words\c03\c03-081f\c03-081f-03-00.png,in
archive\iam_words\words\c03\c03-084b\c03-084b-07-01.png,of
archive\iam_words\words\d06\d06-027\d06-027-02-09.png,is
archive\iam_words\words\a01\a01-058u\a01-058u-02-04.png,position
archive\iam_words\words\d05\d05-021\d05-021-00-04.png,in
archive\iam_words\words\a05\a05-022\a05-022-03-02.png,least
archive\iam_words\words\b05\b05-055\b05-055-01-07.png,a
archive\iam_words\words\c02\c02-017\c02-017-02-07.png,a
archive\iam_words\words\a04\a04-092\a04-092-02-05.png,Russell
archive\iam_words\words\e06\e06-026\e06-026-06-02.png,is
archive\iam_words\words\a04\a04-019\a04-019-06-05.png,maintaining
archive\iam_words\words\a01\a01-030x\a01-030x-07-07.png,talks
archive\iam_words\words\c03\c03-021a\c03-021a-08-09.png,while
archive\iam_words\words\b01\b01-014\b01-014-04-00.png,ding
archive\iam_words\words\a01\a01-096u\a01-096u-04-02.png,medicine
archive\iam_words\words\b06\b06-023\b06-023-00-03.png,a
archive\iam_words\words\c03\c03-021a\c03-021a-08-05.png,someone
archive\iam_words\words\a03\a03-006\a03-006-02-03.png,In
archive\iam_words\words\e04\e04-099\e04-099-02-06.png,.
archive\iam_words\words\a06\a06-152\a06-152-02-03.png,the
archive\iam_words\words\e06\e06-037\e06-037-01-01.png,always
archive\iam_words\words\b01\b01-127\b01-127-02-08.png,But
archive\iam_words\words\c03\c03-087a\c03-087a-03-06.png,world
archive\iam_words\words\e04\e04-127\e04-127-03-01.png,and
archive\iam_words\words\d01\d01-019\d01-019-02-05.png,is
archive\iam_words\words\a04\a04-039\a04-039-00-04.png,flying
archive\iam_words\words\b01\b01-073\b01-073-05-03.png,Sudan's
archive\iam_words\words\a02\a02-106\a02-106-07-05.png,A
archive\iam_words\words\c06\c06-095\c06-095-01-01.png,He
archive\iam_words\words\c04\c04-139\c04-139-04-02.png,Wesker
archive\iam_words\words\e07\e07-003\e07-003-04-05.png,the
archive\iam_words\words\c01\c01-009\c01-009-01-00.png,compressed
archive\iam_words\words\d04\d04-066\d04-066-00-04.png,the
archive\iam_words\words\a05\a05-039\a05-039-01-03.png,party
archive\iam_words\words\c04\c04-075\c04-075-04-04.png,into
archive\iam_words\words\d03\d03-117\d03-117-07-04.png,...
archive\iam_words\words\c06\c06-080\c06-080-02-01.png,thing
archive\iam_words\words\d04\d04-008\d04-008-05-08.png,.
archive\iam_words\words\a06\a06-036\a06-036-00-06.png,destroying
archive\iam_words\words\b03\b03-098\b03-098-00-04.png,broadcasting
archive\iam_words\words\c02\c02-082\c02-082-04-01.png,France
archive\iam_words\words\a05\a05-009\a05-009-06-08.png,four
archive\iam_words\words\a01\a01-091\a01-091-02-00.png,in
archive\iam_words\words\c03\c03-087c\c03-087c-05-06.png,we
archive\iam_words\words\e06\e06-053\e06-053-06-06.png,this
archive\iam_words\words\b06\b06-042\b06-042-02-06.png,another
archive\iam_words\words\d01\d01-085\d01-085-05-02.png,A
archive\iam_words\words\b03\b03-104\b03-104-06-03.png,million
archive\iam_words\words\b04\b04-096\b04-096-01-06.png,services
archive\iam_words\words\e01\e01-025\e01-025-08-06.png,show
archive\iam_words\words\a05\a05-113\a05-113-05-01.png,was
archive\iam_words\words\b05\b05-017\b05-017-01-13.png,added
archive\iam_words\words\a04\a04-035\a04-035-01-04.png,will
archive\iam_words\words\c04\c04-128\c04-128-04-05.png,and
archive\iam_words\words\b06\b06-090\b06-090-06-07.png,bases
archive\iam_words\words\b01\b01-027\b01-027-05-06.png,a
archive\iam_words\words\c06\c06-011\c06-011-02-02.png,to
archive\iam_words\words\a01\a01-053x\a01-053x-06-00.png,service
archive\iam_words\words\b02\b02-097\b02-097-05-04.png,too
archive\iam_words\words\e01\e01-025\e01-025-06-09.png,readily
archive\iam_words\words\d06\d06-086\d06-086-08-04.png,necessary
archive\iam_words\words\a03\a03-034\a03-034-06-01.png,at
archive\iam_words\words\a04\a04-092\a04-092-09-01.png,Polaris
archive\iam_words\words\e01\e01-050\e01-050-04-07.png,distinctive
archive\iam_words\words\c03\c03-007f\c03-007f-07-02.png,of
archive\iam_words\words\c03\c03-081c\c03-081c-06-06.png,longest
archive\iam_words\words\b04\b04-134\b04-134-03-01.png,crusade
archive\iam_words\words\d01\d01-019\d01-019-05-02.png,the
archive\iam_words\words\b06\b06-059\b06-059-08-06.png,a
archive\iam_words\words\a05\a05-069\a05-069-04-01.png,","
archive\iam_words\words\b06\b06-036\b06-036-05-04.png,a
archive\iam_words\words\b06\b06-090\b06-090-02-03.png,","
archive\iam_words\words\a02\a02-072\a02-072-00-12.png,That
archive\iam_words\words\c06\c06-128\c06-128-04-06.png,suddenly
archive\iam_words\words\c03\c03-003c\c03-003c-01-01.png,throughout
archive\iam_words\words\c03\c03-021f\c03-021f-06-06.png,hour
archive\iam_words\words\c04\c04-165\c04-165-02-07.png,the
